title;url;emails;;;;;;;;;;
Consultant with the international practice to support the Ministry of Economy and Finance in developing and compiling the Government Finance Statistics (GFS).;https://devbusiness.un.org/notices/wb-p2105681;piu_mof@mail.ru. piu_mof@mail.ru bobur.khodjaev@imv.uz info@imv.uz;;;;;;;;;;
Selection of Service Provider for operating VLTC at Chattogram and Cox’s Bazar Districts under Chattogram Division;https://devbusiness.un.org/notices/wb-p2105682;pd.earn@dyd.gov.bd pd.earn@dyd.gov.bd;;;;;;;;;;
Serviço de Consultoria para Mecanismo de Preparação de Projectos para Angola;https://devbusiness.un.org/notices/wb-p2105683;aquisicoes@diversificamais.ao aquisicoes@diversificamais.ao;;;;;;;;;;
CONSULTANCY SERVICES FOR DESIGNING AND SUPERVISION FOR REHABILITATION OF SEED FARM IINFRASTRUCTURES AND FARMERS CENTRES;https://devbusiness.un.org/notices/wb-p2105675;ps@kilimoznz.go.tz jokhuu@yahoo.com;;;;;;;;;;
Project Focal Point in Banadir (BRA); Somalia;https://devbusiness.un.org/notices/wb-p2105664;procurement.ea-rdip@moct.gov.so dg@moct.gov.so procurement.ea-rdip@moct.gov.so;;;;;;;;;
Technical Assistance to Develop Open Fibre Data Standards and Shared Database (Consultancy Firm);https://devbusiness.un.org/notices/wb-p2105674;procurement@ict.go.ke info@ict.go.ke procurement@ict.go.ke todhiambo@ict.go.ke;;;;;;;;;;
Selection of Service Provider for operating VLTC at Mymensingh Division;https://devbusiness.un.org/notices/wb-p2105673;pd.earn@dyd.gov.bd pd.earn@dyd.gov.bd;;;;;;;;;;
Selection of Service Provider for operating VLTC at Rangamati; Bandarban and Khagrachari Districts under Chattogram Division;https://devbusiness.un.org/notices/wb-p2105672;pd.earn@dyd.gov.bd pd.earn@dyd.gov.bd;;;;;;;;;
Selection of Service Provider for operating VLTC at Rajshahi Division;https://devbusiness.un.org/notices/wb-p2105671;pd.earn@dyd.gov.bd pd.earn@dyd.gov.bd;;;;;;;;;;
Design of the Next Generation Digital Payments Architecture (Consultancy Firm);https://devbusiness.un.org/notices/wb-p2105670;procurement@ict.go.ke info@ict.go.ke procurement@ict.go.ke todhiambo@ict.go.ke;;;;;;;;;;
Mise en place d'un système d'alerte précoce intégré en cas de risque d'insécurité alimentaire;https://devbusiness.un.org/notices/wb-p2105669;upmp@agriculture.gouv.ht wilson.minviel@agriculture.gouv.ht. upmp@agriculture.gouv.ht wilson.minviel@agriculture.gouv.ht. upmp@agriculture.gouv.ht;;;;;;;;;;
Community governance and leadership capacity building - KNP;https://devbusiness.un.org/notices/wb-p2105680;tebogo.mohudi@sanparks.org;;;;;;;;;;
SUPPLY & DELIVERY JCMA PATROL / RESCUE BOATS 9 UNITS NO.;https://devbusiness.un.org/notices/wb-p2105698;info@kemfsed.org info@kemfsed.org patrick.kiarahs@gmail.com;;;;;;;;;;
Construction of Doña Imelda Pumping Station;https://devbusiness.un.org/notices/wb-p2105697;limpengco.joel@dpwh.gov.ph mmfloodmanagement@gmail.com limpengco.joel@dpwh.gov.ph mmfloodmanagement@gmail.com arriola.r@yahoo.com;;;;;;;;;;
Concreting of Kinabigtasan-Lindoy FMR with One (1) Unit Concrete Bridge;https://devbusiness.un.org/notices/wb-p2105696;baclgutago@gmail.com darfo11.redmonteagudo@gmail.com;;;;;;;;;;
Design; Supply; Installation & Commissioning of stand- alone in Turkana; West Pokot; Marsabit; Isiolo & Samburu; Mandera & Wajir; Garissa; Tana River & Narok; Lamu; Kilifi & Kwale Counties in Kenya with 7 years O&M services (LOT 1-6);https://devbusiness.un.org/notices/wb-p2105694;MOchiengOwuor@kplc.co.ke
Procurement of LSD Vaccine for Large Ruminants;https://devbusiness.un.org/notices/wb-p2105692;lddp@dls.gov.bd. lddp@dls.gov.bd rahimmoi@yahoo.com;;;;;;;;;;
Construction of Roxas I Pumping Station;https://devbusiness.un.org/notices/wb-p2105691;limpengco.joel@dpwh.gov.ph mmfloodmanagement@gmail.com limpengco.joel@dpwh.gov.ph mmfloodmanagement@gmail.com arriola.r@yahoo.com;;;;;;;;;;
Concreting of Sibawan FMR;https://devbusiness.un.org/notices/wb-p2105690;baclgukidapawan@gmail.com darfo11.redmonteagudo@gmail.com;;;;;;;;;;
Construction of Tatalon Pumping Station;https://devbusiness.un.org/notices/wb-p2105689;limpengco.joel@dpwh.gov.ph mmfloodmanagement@gmail.com limpengco.joel@dpwh.gov.ph arriola.r@yahoo.com;;;;;;;;;;
Procurement of water pollution measuring devices for the Environmental Monitoring Department;https://devbusiness.un.org/notices/wb-p2105685;crwsp@water.gov.kg satylkanova@water.gov.kg;;;;;;;;;;
OBRAS DE CONSTRUÇÃO DA PONTE SOBRE O RIO LEMBÁ E DA PONTE DE BRIGOMA;https://devbusiness.un.org/notices/wb-p2105700;ptpc.procurement@afap.st helio.almeida@afap.st ptpc.procurement@afap.st helio.almeida@afap.st;;;;;;;;;;
Procurement of Vehicles for Federal Member states of Benadir Region; Puntland; Jubbaland; Galmudug;Southwest and Hirshabelle;https://devbusiness.un.org/notices/wb-p2105701;ssfdp.mfbe@gmail.com addow.ssfdp@gmail.com ssfdp.mfbe@gmail.com addow.ssfdp@gmail.com addow.ssfdp@gmail.com;;;;;;
Concreting of Sering - Plaridel FMR;https://devbusiness.un.org/notices/wb-p2105702;bacpdi@gmail.com darfo11.redmonteagudo@gmail.com;;;;;;;;;;
ERP management system;https://devbusiness.un.org/notices/wb-p2105693;dabashou_wb@163.com guoxy@biddingcitic.com nbljfl_pmo@163.com;;;;;;;;;;
General Procurement Notice (GPN);https://devbusiness.un.org/notices/wb-p2105703;resilanduz@gmail.com resilanduz@gmail.com;;;;;;;;;;
General Procurement Notice (GPN);https://devbusiness.un.org/notices/wb-p2105704;d.jobmann@acgf.de akfa@akdn.org sultan.abbas@akdn.org;;;;;;;;;;
ONEE Water Supply - ACQUISITION OF BILLING METERS AT BORDER POINTS BETWEEN THE NATIONAL OFFICE OF ELECTRICITY AND DRINKING WATER (ONEE) WATER SECTOR AND THE REGIONAL COMPANY THREATENING SERVICES BATCH 1: MARRAKECH;EL KELAA DES SRAGHNA & RHAMNA;https://devbusiness.un.org/notices/ebrd-p2105915;No emails found;;;;;;;;;
Development of the Project Implementation Manual for P2P2RS;https://devbusiness.un.org/notices/afdb-p2105651;camarakutubo@gmail.com n.ansumana@yahoo.com abdoulie.touray@cpcu.gm camarakutubo@gmail.com;;;;;;;;;;
Baseline Study for P2P2RS;https://devbusiness.un.org/notices/afdb-p2105650;camarakutubo@gmail.com n.ansumana@yahoo.com abdoulie.touray@cpcu.gm camarakutubo@gmail.com;;;;;;;;;;
Consultant pour l’Audit environnemental et social;https://devbusiness.un.org/notices/afdb-p2105649;projetpaepaecs@yahoo.fr.;;;;;;;;;;
"UPDATE- Local PPP Consultant on Health Sector under the component 2.4 “Development of the Public-Private Partnership (PPP) sphere""";https://devbusiness.un.org/notices/wb-p2102582;piu_mof@mail.ru. piu_mof@mail.ru piu_mof@mail.ru. piu_mof@mail.ru bobur.khodjaev@imv.uz info@imv.uz;;;;;;;;;;
UPDATE- Local PPP Consultant on Education Sector under the Component 2.4 “Development of the Public-Private Partnership (PPP) sphere”;https://devbusiness.un.org/notices/wb-p2102587;piu_mof@mail.ru. piu_mof@mail.ru piu_mof@mail.ru. piu_mof@mail.ru bobur.khodjaev@imv.uz info@imv.uz;;;;;;;;;;
General Procurement Notice;https://devbusiness.un.org/notices/afdb-p2105644;gemohelder1000@gmail.com;;;;;;;;;;
RECRUITMENT OF FOUR SAP S4 ABAP DEVELOPERS;https://devbusiness.un.org/notices/afdb-p2105643;IT_Recruitment@AFDB.ORG IT_Recruitment@AFDB.ORG;;;;;;;;;;
Outsourcing Risk Assessment and ICFR Support Services to the Bank in coming 3 years in Beijing; China;https://devbusiness.un.org/notices/aiib-p2105645;No emails found;;;;;;;;;
PMO-DI-CS01-2 Xingshan Sub-Project - Engineering Design Consulting Services;https://devbusiness.un.org/notices/adb-p2105642;No emails found;;;;;;;;;;
Asset Liability Management (ALM) Implementation & Sup...;https://devbusiness.un.org/notices/aiib-p2099874;No emails found;;;;;;;;;;
Ghana based Research Consultants to support the implementation of the Grain Quality Grading and Certification Study;https://devbusiness.un.org/notices/afdb-p2105641;a.alesse@afdb.org f.kemeze@afdb.org a.alesse@afdb.org f.kemeze@afdb.org.;;;;;;;;;;
SAP Framework Agreements;https://devbusiness.un.org/notices/afdb-p2105639;IT_Recruitment@AFDB.ORG IT_Recruitment@AFDB.ORG;;;;;;;;;;
Market (Industrial Park Low Carbon Transition Promotion) Consultants;https://devbusiness.un.org/notices/adb-p2105638;No emails found;;;;;;;;;;
Serbia: Upgrade Of The Irrigation Infrastructure In Vojvodina;https://devbusiness.un.org/notices/ebrd-p2105637;ndudic@vodevojvodine.rs;;;;;;;;;;
Extension and Upgrade of Songo and Matambo substations;https://devbusiness.un.org/notices/afdb-p2105636;procurement.songomatambo@edm.co.mz procurement.songomatambo@edm.co.mz;;;;;;;;;;
Consultant pour l’Audit environnemental et social du Programme d’Alimentation en Eau Potable et de l’Assainissement en Milieux Semi Urbain et Rural au Tchad.;https://devbusiness.un.org/notices/afdb-p2105635;projetpaepaecs@yahoo.fr.;;;;;;;;;;
Consultancy Service to Develop a Continental Regulatory Process for Certification or Listing of Priority In-Vitro Diagnostics (IVDs);https://devbusiness.un.org/notices/au-p2105634;procurement@nepad.org ngonik@nepad.org;;;;;;;;;;
SERVICIOS DE CONSULTORÍA PARA FORTALECER LAS CAPACIDADES DEL INECC PARA EL DESARROLLO DEL REPORTE DE LA MITIGACIÓN DE GEI DENTRO DEL MARCO DE LA 7ª COMUNICACIÓN NACIONAL SOBRE EL CAMBIO CLIMÁTICO Y EL REPORTE BIENAL DE TRANSPARENCIA - COMPONENTE 4;https://devbusiness.un.org/notices/un-p2105633;No emails found;;;;;;;;;;
Réalisation de l’études de faisabilité techniques et d’avant-projet détaillés pour la construction des ouvrages de mobilisation des ressources en eau (barrage ou bassins de rétention) et la construction de 150 systèmes d’AEP à pompage solaire;https://devbusiness.un.org/notices/afdb-p2105632;cep.pmpvreau@gmail.com rpm.pmpvreau1@gmail.com cep.pmpvreau@gmail.com rpm.pmpvreau1@gmail.com;;;;;;;;;;
CONSULTING FIRM TO DEVELOP AN OVERARCHING LEGISLATION AND STRATEGIC FRAMEWORK FOR NON-TAX REVENUE MOBILISATION AND MANAGEMENT;https://devbusiness.un.org/notices/afdb-p2105631;mdally2003@yahoo.com PWujakpa@mofep.gov.gh Yodoi@mofep.gov.gh sadams@mofep.gov.gh;;;;;;;;;;
FIRME CHARGÉE DE L’AUDIT EXTERNE COMPTABLE; FINANCIER ET DE PASSATION DES MARCHES DU PAMFP EXERCICES 2024-2025 &CLOTURE;https://devbusiness.un.org/notices/afdb-p2105630;pamfpge@gmail.com vic.pamfp@gmail.com cinesmben@gmail.com;;;;;;;;;
CONSULTANCY SERVICES FOR PREPARATION OF A PROJECT ON “PROGRAM FOR IMPROVING SUSTAINABLE MARINE FISHERIES OPPORTUNITIES IN SADC – THE CASE OF THE MOZAMBIQUE CHANNEL – GEFID11452” – SADC (COMOROS; MADAGASCAR; MOZAMBIQUE) FOR FINANCING BY THE GEFTF-INTERNATI;https://devbusiness.un.org/notices/afdb-p2105601;gsalima@sadc.int akefi@sadc.int mhlatshwayo@sadc.int;;;;;;;;
ACTUALIZADO- Mejoramiento de los Sistemas de Agua Potable; Alcantarillado Sanitario y Tratamiento de Aguas Residuales de la Localidad de Altagracia;https://devbusiness.un.org/notices/idb-p2089562;adquisiciones.pisash@enacal.com.ni adquis11.pisash@enacal.com.ni adquisiciones.pisash@enacal.com.ni. adquis11.pisash@enacal.com.ni;;;;;;;;;
GENERAL PROCUREMENT NOTICE - Mongolia: Choir-Sainshand Transmission Line;https://devbusiness.un.org/notices/ebrd-p2105600;bjargalsaikhanmn@gmail.com;;;;;;;;;;
MCA- Côte d’Ivoire: Recruitment of one (1) external auditor of plans to restore the livelihoods of People Affected by the Skills Project / Recrutement d’un (01) auditeur externe des plans de restauration des moyens de subsistance (PRMS) des...;https://devbusiness.un.org/notices/mcc-p2105648;MCACotedIvoirePA@dt-global.com MCACotedIvoirePA@dt-global.com MCACoteDIvoirePA@dt-global.com MCACotedIvoirePA@dt-global.com;;;;;;;;;;
GENERAL PROCUREMENT NOTICE - Bosnia And Herzegovina: Corridor Vc - Ovcari - Tunnel Prenj - Mostar North;https://devbusiness.un.org/notices/ebrd-p2105599;k.nemanja@jpautoceste.ba;;;;;;;;;;
Kyrgyz Republic: 3. Procurement Of Operational And Technical Equipment;https://devbusiness.un.org/notices/ebrd-p2105598;shar_bulak@mail.ru;;;;;;;;;;
UDPATE- Contrato para el otorgamiento de una concesión (financiación; diseños; ejecución de obras; operación y mantenimiento; instalación; suministro; pruebas; puesta en marcha; operación; reposición; mantenimiento de material rodante ....;https://devbusiness.un.org/notices/idb-p1189996;procesoseleccionL2MB@metrodebogota.gov.co procesoseleccionL2MB@metrodebogota.gov.co procesoseleccionL2MB@metrodebogota.gov.co
GENERAL PROCUREMENT NOTICE - Tajikistan: Sugd Transmission Grid Upgrade / Sugd Transmission Grid Extension;https://devbusiness.un.org/notices/ebrd-p2105597;gtlshib@gmail.com;;;;;;;;;;
BEO: Desarrollar una plataforma digital con mecanismos de gestión; monitoreo y control de datos; actualización y mejora de los contenidos del Observatorio Regional Amazónico (ORA);https://devbusiness.un.org/notices/idb-p2105596;No emails found;;;;;;;;
BEO: Fortalecimiento de las capacidades del Observatorio Regional Amazónico (ORA) mediante la adaptación e implementación del modelo integrado hidrología-nexo (HydroBID-WHATIF); la identificación de fuentes de datos y modelaje adicional....;https://devbusiness.un.org/notices/idb-p2105595;No emails found;;;;;;;;;
Sights for Portable Weapons for Military Police of Minas Gerais/Brazil;https://devbusiness.un.org/notices/gn-p2105646;cmi-licitacao@pmmg.mg.gov.br cmilicitacao.csc@pmmg.mg.gov.br;;;;;;;;;;
Human Resource Management Consultancy Services to provide Temporary Registration Staff for first phase of National ID roll-out.;https://devbusiness.un.org/notices/wb-p2105404;bid.scaledup@piu.mof.gov.so procurement@nira.gov.so scaleduppc@piu.mof.gov.so;;;;;;;;;;
Environmental Specialist for the Volcanic Eruption Emergency Project;https://devbusiness.un.org/notices/wb-p2105403;cenplan@svgcpd.com rjohn@svgcpd.com mglynn@svgcpd.com ctoby@cvgcpd.com nstewart@svgcpd.com rjohn@svgcpd.com;;;;;;;;;;
Civil Service Commission SERP Focal Point-Galmudug state of Somalia;https://devbusiness.un.org/notices/wb-p2105402;serprecruitment@mof.gov.so Recruitment@galmudugcsc.so Publicprocurement@galmudugmof.so amamaalin@gmail.com;;;;;;;;;;
Recrutement d'un Community Manager pour le renforcement de l’ensemble du système de diffusion de l’Institut National de la Statistique;https://devbusiness.un.org/notices/wb-p2105401;t.ourega@stat.plan.gouv.ci t.ourega@stat.plan.gouv.ci phas@stat.plan.gouv.ci christ_tape@yahoo.fr;;;;;;;;;;
Recrutement d'un Data architect pour la mise en place d'une unité de Data Science & Big data au sein de l'Institut National de la Statistique;https://devbusiness.un.org/notices/wb-p2105400;t.ourega@stat.plan.gouv.ci t.ourega@stat.plan.gouv.ci phas@stat.plan.gouv.ci christ_tape@yahoo.fr;;;;;;;;;;
Supervision for the Weighbridge and Tire Shredding Contracts.;https://devbusiness.un.org/notices/wb-p2105397;procurement@nrpbsxm.org o.lake@nrpbsxm.org;;;;;;;;;;
Cabinet pour l’Étude de Référence Agropole Centre;https://devbusiness.un.org/notices/afdb-p2105594;spm@agropole.sn cepagropole@gmail.com bayeracine@gmail.com cepagropole@gmail.com spm@agropole.sn;;;;;;;;;;
Consultant Services for Preparation of Concept Designs and Bidding Documents for Bridges Civil Works including ESIA and RAPs; in Cabo Delgado Province.;https://devbusiness.un.org/notices/wb-p2105396;anenorte.42@ane.gov.mz caladoouana@yahoo.com.br;;;;;;;;;
PROCUREMENT OF COMPUTER NUMERICAL CONTROL (CNC) MACHINES & ACCESSORIES;https://devbusiness.un.org/notices/un-p2105593;rep@ruentp.org;;;;;;;;;;
Hiring a Consultant Firm to draft the Zobue Resettlement Action Plan;https://devbusiness.un.org/notices/wb-p2105395;procure.satcp@gmail.com benjaminker@yahoo.com;;;;;;;;;;
Finalisation des textes d'application de la loi N°2017-002 du 06 juillet 2017; portant Code de la route;https://devbusiness.un.org/notices/wb-p2105394;offres.pddr@gmail.com rpm.pddr2@gmail.com marc.coordopddrpcmci@gmail.com;;;;;;;;;
TRAVAUX DE REALISATION D’INFRASTRUCTURES SOCIO-ECONOMIQUES CONNEXES A LA ROUTE SENOBA-ZIGUINCHOR-MPACK EN QUATRE (4) LOTS DANS LE CADRE DUPROJET DE REHABILITATION DE LA ROUTE SENOBA-ZIGUINCHOR-MPACK ET DU DESENCLAVEMENT DES REGIONS DU SUD;https://devbusiness.un.org/notices/afdb-p2105591;ageroute@ageroute.sn rndour@ageroute.sn amane@ageroute.sn;;;;;;;;;;
BEO: Consultoría de apoyo a la transformación digital para mejorar el mantenimiento de la calidad en las infraestructuras de salud;https://devbusiness.un.org/notices/idb-p2105592;No emails found;;;;;;;;;;
Sélection d'un consultant pour la conception et le déploiement d'une plateforme de e-learning d'envergure internationale pour le centre de développement du numérique CDIC (Cameroun Digital Innovation Center).;https://devbusiness.un.org/notices/wb-p2105393;procurement_cdic@patnuc.cm procurement_cdic@patnuc.cm procurement_cdic@patnuc.cm procurement_auditcadre@patnuc.cm procurement_cdic@patnuc.cmThe w.mfuh@patnuc.cm;;;;;;;;;;
Hiring of an Individual consultant to facilitate Content Gathering and Production of Results Stories for the Accountable Governance and Basic Service Delivery Project;https://devbusiness.un.org/notices/wb-p2105392;agbsdproject2022@gmail.com agbsdproject2022@gmail.com adtandors@gmail.com;;;;;;;;;;
Civil Service Commission SERP Focal Point-Hirshabelle state of Somalia;https://devbusiness.un.org/notices/wb-p2105391;serprecruitment@mof.gov.so csc.hirshabelle@gmail.com SERP.recruitment@hirshabellemof.so amamaalin@gmail.com;;;;;;;;;;
SUDA/LCIP/QCBS-02 Capacity Development Program For The Spatial And Urban Development Agency Of Georgia;https://devbusiness.un.org/notices/adb-p2105640;No emails found;;;;;;;;;;
Hiring of a consulting firm to prepare five (5) “District Revenue Mobilization and Administration Strategies” for Kambia; Bonthe; Kailahun; Moyamba and Koinadugu district councils;https://devbusiness.un.org/notices/wb-p2105405;agbsdproject2022@gmail.com agbsdproject2022@gmail.com adtandors@gmail.com;;;;;;;
Entreprise pour la construction de l'Agro-parc (Conception; Fourniture et Montage d’Installations);https://devbusiness.un.org/notices/afdb-p2105590;kdembasidibe@gmail.com sangaremail@yahoo.fr mmsidibe87@gmail.com;;;;;;;;;
CONSULTANCY SERVICES ENGAGEMENT OF PROCUREMENT SPECIALIST UNDER THE TANZANIA FOOD SYSTEMS RESILIENCE PROGRAM (TFSRP) ZANZIBAR;https://devbusiness.un.org/notices/wb-p2105406;moud_4@yahoo.co.uk pmu.kilimo@kilimoznz.go.tz. ps@kilimoznz.go.tz jokhuu@yahoo.com;;;;;;;;;;
International Consultant to the Georgian Amelioration (GA) for Water Users Organizations (WUO);https://devbusiness.un.org/notices/wb-p2105398;rusudan.manjgaladze@mepa.gov.ge Mariam.Bakhtadze@mepa.gov.ge iosebtchonkadze@gmail.com Lali.Durmishidze@mepa.gov.ge;;;;;;;;;;
Civil Service Commission SERP Focal Point Consultants-Southwest state of Somalia;https://devbusiness.un.org/notices/wb-p2105605;serprecruitment@mof.gov.so recruitment@southwestcsc.so DG@mofswss.so amamaalin@gmail.com;;;;;;;;;;
Recrutement des Consultants pour l’évaluation de TMS au niveau des 3 îles Mwali; Ndzouani et Ngazidja;https://devbusiness.un.org/notices/wb-p2105399;cn@pfss-comores.org;;;;;;;;;
WBGeProcure: St. Vincent & the Grenadines: Technical Support for review and update of the Electricity Supply Act;https://devbusiness.un.org/notices/wb-p2105589;No emails found;;;;;;;;;;
Civil Service Commission SERP Focal Point-Jubbaland state of Somalia;https://devbusiness.un.org/notices/wb-p2105604;serprecruitment@mof.gov.so recruitment.director@jubbalandcsc.so Recruitment@jubbalandmof.so amamaalin@gmail.com;;;;;;;;;;
WBGeProcure: St. Vincent & the Grenadines: Technical Support for review and update of the Electricity Supply Act;https://devbusiness.un.org/notices/wb-p2105587;corporateprocurement@worldbank.org;;;;;;;;;;
Grnčar River regulation downstream from road bridge – Gusinje;https://devbusiness.un.org/notices/wb-p2105583;tsu@epa.org.me;;;;;;;;;;
Procurement of Consulting Services for Independent Verification Agent for RCRF expenditure program for FY 2024-2026;https://devbusiness.un.org/notices/wb-p2105407;procurement@oag.gov.so rcrfrecruitment@mof.gov.so oag@oag.gov.so sabriye04@gmail.com;;;;;;;;;;
Construction of Office Extension Building;https://devbusiness.un.org/notices/wb-p2105413;ceo@tongafish.gov.to jonathan.kwok@tongafish.gov.to gvete@tongafish.gov.to jonathan.kwok@tongafish.gov.to;;;;;;;;;;
Supply of Three Vehicles for Project Implementation Unit at ANE Headquarters;https://devbusiness.un.org/notices/wb-p2105412;emymacuacua@gmail.com;;;;;;;;;;
Aquisição de Embalagens Triplas para o transporte e envio de substâncias potencialmente infecciosas.;https://devbusiness.un.org/notices/wb-p2105411;procurement.redisse@minsapfss-ao.org procurement.redisse@minsapfss-ao.org procurement.redisse@minsapfss-ao.org;;;;;;;;;;
Procurement 5 Drilling Machine at Oromia Irrigation and Pastoralist Development Bureau;https://devbusiness.un.org/notices/wb-p2105414;gaddisaegu@gmail.com;;;;;;;;;;
Acquisition d'équipements pour les laboratoires de la station de recherche sur les cultures vivrières (SRCV) du CNRA de Bouaké;https://devbusiness.un.org/notices/wb-p2105415;solou.pdc2v@gmail.com apm.pdc2v@gmail.com solou.pdc2v@gmail.com solou.pdc2v@gmail.com;;;;;;;;;;
Physical improvement of 3 nos. Agro-logistics Centers (ALCs) in Nsit Ibom; Okobo and Ikono LGAs;https://devbusiness.un.org/notices/wb-p2105410;akwaibom-raamp@outlook.com akwaibom-raamp@outlook.com geecephas@gmail.com;;;;;;;;;
Procurement of Irrigation Seeds for Jubaland (Maize; Sesame; Cowpeas; Vegetable Seeds);https://devbusiness.un.org/notices/wb-p2105420;fsrpprocurement@moa.gov.so project.co@moa.gov.so fsrpprocurement@moa.gov.so fsrpprocurement@moa.gov.so. project.co@moa.gov.so abdullahi.aliabukar114@gmail.com;;;;;;;
Procurement of ICT Equipment for 162 Preschool Institutions;https://devbusiness.un.org/notices/wb-p2105409;ljiljana.krejovic@mfin.gov.rs ljiljana.dzuver@mfin.gov.rs ljiljana.krejovic@mfin.gov.rs ljiljana.dzuver@mfin.gov.rs ecec@mpn.gov.rs stefan.dragicevic@mpn.gov.rs ljiljana.krejovic@mfin.gov.rs ljiljana.dzuver@mfin.gov.rs nenad.vlaketic@mfin.gov.rs;;;;;;;;;;
Provisión de Equipos Móviles no intrusivos por rayos x de retrodispersión para la inspección de contenedores y vehículos de carga;https://devbusiness.un.org/notices/idb-p2105390;proyectobid4@sunat.gob.pe tdelgado@proyectobid3.com;;;;;;;;;;
ADQUISICION DE BIENES HERRAMIENTAS MENORES – EPSA MUNICIPAL RIBERALTA;https://devbusiness.un.org/notices/idb-p2105389;adquisiciones.ucp.paap@gmail.com adquisiciones.ucp.paap@gmail.com;;;;;;;;;;
Servicio de Suscripciones para la Infraestructura Tecnologica del Ministerio de Economía y Finanzas;https://devbusiness.un.org/notices/idb-p2105387;proyecto_siaf_5301@mef.gob.pe proyecto_siaf_5301@mef.gob.pe. proyecto_siaf_5301@mef.gob.pe;;;;;;;;;;
LPI FURGONES PARA PUESTOS DE CONTROL AGROPECUARIO;https://devbusiness.un.org/notices/idb-p2105588;adquisición.innovacion@agricultura.gob.do. adquisicion.innovacion@agricultura.gob.do;;;;;;;;;;
Cabinet pour l’Étude de Référence Agropole Centre;https://devbusiness.un.org/notices/afdb-p2105385;spm@agropole.sn cepagropole@gmail.com bayeracine@gmail.com cepagropole@gmail.com spm@agropole.sn;;;;;;;;;;
COSTAB Software Training Specialist;https://devbusiness.un.org/notices/afdb-p2105384;IT_Recruitment@AFDB.ORG IT_Recruitment@AFDB.ORG;;;;;;;;;;
Costab Subject-Matter Specialist;https://devbusiness.un.org/notices/afdb-p2105383;IT_Recruitment@AFDB.ORG IT_Recruitment@AFDB.ORG IT_Recruitment@AFDB.ORG;;;;;;;;;;
Consultant individuel pour la préparation du Plan d’Engagement des Parties Prenantes (PEPP);https://devbusiness.un.org/notices/afdb-p2105382;spm@agropole.sn agropole@agropole.sn bayeracine@gmail.com agropole@agropole.sn spm@agropole.sn;;;;;;;;;;
UPDATE- Supply of Different Types tools and safety equipment for PGCB Maintenance upgradation (P-07_Lot-2);https://devbusiness.un.org/notices/wb-p2097591;pd.espnerp@gmail.com se.contract@pgcb.gov.bd hkabir94152@gmail.com tabbassom.pgcb.contract@gmail.com pd.espnerp@gmail.com se.contract@pgcb.gov.bd hkabir94152@gmail.com tabbassom.pgcb.contract@gmail.com pd.espnerp@gmail.com;;;;;;;;;;
UPDATE- Design; Supply; Installation; Testing and Commissioning;https://devbusiness.un.org/notices/wb-p2096079;pdmcepdmd@gmail.com pdmcepdmd@gmail.com pdmcepdmd@gmail.com;;;;;;;
TRAVAUX DE REALISATION D’INFRASTRUCTURES SOCIO-ECONOMIQUES CONNEXES A LA ROUTE SENOBA-ZIGUINCHOR-MPACK EN QUATRE (4) LOTS;https://devbusiness.un.org/notices/afdb-p2105381;ageroute@ageroute.sn rndour@ageroute.sn amane@ageroute.sn;;;;;;;;;;
Elaboration d'un guide d'audit basé sur le risque;https://devbusiness.un.org/notices/afdb-p2105379;anis.messaoudi@finances.gov.tn;;;;;;;;;;
CABINET POUR LA REALISATION DE L’AUDIT COMPTABLE ET FINANCIER DES EXERCICES 2023 ET 2024; Y COMPRIS LA CLOTURE DU PROJET D’APPUI A LA GOUVERNANCE DE LA FILIERE CACAO (PAGFIC);https://devbusiness.un.org/notices/afdb-p2105376;seydou.abdou@conseilcafecacao.ci eloikone@pagfic.ci;;;;;;;;;
Contratação de empresa especializada para o fornecimento; implantação e integração de bens e serviços; para o Centro de Cooperação da Cidade de João Pessoa - PB; com garantia; suporte e manutenção de 12 (doze) meses para toda a solução....;https://devbusiness.un.org/notices/idb-p2104603;celuep@joaopessoa.pb.gov.br celuep@gmail.com celuep@joaopessoa.pb.gov.br. celuep@joaopessoa.pb.gov.br;;;;;;
Operationalizing AFR100 Monitoring Framework; Registry; and Scoping Study to Establish Technical Assistant Platforms (TAPs) in Nine AFR100 Countries (Malawi; Kenya; Rwanda; Nigeria; Togo; Somalia; Cameroon; Tanzania; and Madagascar);https://devbusiness.un.org/notices/au-p2105371;procurement@nepad.org nhamos@nepad.org
Contratação de uma gráfica para a produção de manuais e todo o material de treinamento; informação e comunicação para a UIP EPIPs;https://devbusiness.un.org/notices/wb-p2105053;procurementexpr@gmail.com procurementexpr@gmail.com felisminodacosta@yahoo.com.br;;;;;;;;;
Backlog Maintenance/Rehabilitation of about 31.5 Km Rural Roads (Lot 1-2);https://devbusiness.un.org/notices/wb-p2105051;Kano-RAAMP@hotmail.com sunusisuleiman16@gmail.com;;;;;;;;;;
Procurement of Blood Bank Equipments;https://devbusiness.un.org/notices/wb-p2105050;tibebuh@eppss.gov.et tibebuh@epss.gov.et info@epss.gov.et tibebuh@epss.gov.et;;;;;;;;;;
Acquisition de tableaux d'affichages avec trépieds;https://devbusiness.un.org/notices/wb-p2105048;procurement@mionjo.mg anjara.manantsara@mionjo.mg;;;;;;;;;;
